Canal,Nome vídeo,Data
Porta dos Fundos,Watched JUÍZA,2015-10-01 16:30:34.610
XBiduX,Watched Forfun Polisenso Completo,2015-09-30 15:20:34.753
adsense,Watched a video that has been removed,2015-09-30 15:16:23.915
cinebrazil,"Watched ""Person"", de Marina Person - trailer",2015-09-30 14:55:42.254
Panelaço,Watched Panelaço com João Gordo - Patê de Pimentão com Marina Person,2015-09-30 14:46:14.577
Forfun,Watched Forfun - História de Verão,2015-09-30 03:08:57.992
5 Alguma Coisa,Watched 5 COISAS QUE ACONTECEM NA PRISÃO,2015-09-30 03:06:38.064
adsense,Watched https://www.youtube.com/watch?v=POVoKgOjZEo,2015-09-30 02:49:32.699
adsense,Watched https://www.youtube.com/watch?v=ozsENYmsbP0,2015-09-29 14:57:24.469
Pedro Bosi,Watched preboy do boné Os Índios,2015-09-29 11:57:00.238
adsense,Watched https://www.youtube.com/watch?v=fCkZkoYj-kE,2015-09-29 11:49:51.047
adsense,Watched a video that has been removed,2015-09-29 03:31:48.411
Chico Rezende,Watched OPINIÃO SOBRE TUDO | Chico Rezende,2015-09-29 03:28:06.770
Pipocando,Watched POR QUE O HOMER SIMPSON É BURRO?,2015-09-29 03:21:20.065
Desimpedidos,Watched GOLS DA ZUEIRA - BRASILEIRÃO 2015 RODADA #28,2015-09-29 03:13:08.634
TaDentro,Watched Safadezas em praias cariocas no TaDentro #46,2015-09-29 03:10:49.607
Amada Foca,Watched CASA DA FOCA #04 - PRIORIDADES AMADA FOCA,2015-09-29 03:04:02.092
Coisa de Nerd,Watched JOGUINHO DE SATANÁS! - That Level Again (Parte 01),2015-09-29 02:56:01.166
Porta dos Fundos,Watched RH BOM RH MAU,2015-09-28 18:19:08.316
Porta dos Fundos,Watched DESVIO,2015-09-28 18:15:12.837
vercruusse,Watched Red Fang - Human Remain Human Remains,2015-09-28 04:08:51.808
vercruusse,Watched Red Fang - Human Remain Human Remains,2015-09-27 18:44:17.302
GR6 EXPLODE,Watched MC Pedrinho - Menino Sonhador (Video Clipe Oficial 2015),2015-09-27 17:28:48.189
Haus Of Marmo,"Watched Lady Gaga - Fashion! (feat. RuPaul) (Live at ""Lady Gaga & the Muppets' Holiday Spectacular""",2015-09-27 17:25:28.176
Porta dos Fundos,Watched RH BOM RH MAU,2015-09-26 15:54:50.980
RacionaisTV,Watched Racionais - Turnê Cores e Valores - Porto Alegre/RS,2015-09-26 03:12:02.380
Lucas Loureiro,Watched Queda Livre - Dead Fish (Guitar Cover) 1,2015-09-26 02:59:57.192
Rolê Gourmet,Watched Mini Parmegiana de Nuggets Sadia,2015-09-26 00:47:00.544
5 Alguma Coisa,Watched 5 PIORES LUGARES PARA TER UMA DIARREIA,2015-09-26 00:44:39.688
Pipocando,Watched 7 MELHORES PLOT TWISTS DO CINEMA!,2015-09-26 00:36:45.948
adsense,Watched https://www.youtube.com/watch?v=0ITtnnu4xA8,2015-09-26 00:34:41.998
Desimpedidos,Watched TOP 10 MALANDRAGENS - FRED +10,2015-09-25 23:45:42.085
Desimpedidos,Watched TOP 10 GOLS DE LETRA - FRED +10,2015-09-25 23:45:30.195
Desimpedidos,Watched GOLS DA ZUEIRA - QUARTAS COPA DO BRASIL 2015,2015-09-25 23:43:36.384
Porta dos Fundos,Watched COMO FOI?,2015-09-25 23:40:04.634
adsense,Watched https://www.youtube.com/watch?v=ZIXYedxcFls,2015-09-25 17:09:36.388
Chico Rezende,Watched COISAS QUE ODEIO NO VIDEOGAME | Chico Rezende,2015-09-25 17:06:44.099
Aurines Lurdes,Watched 8489216126516,2015-09-25 16:57:03.517
BeckVEVO,Watched Beck - E-Pro,2015-09-25 14:43:41.356
BeckVEVO,Watched Beck - Loser,2015-09-25 14:43:08.738
Panelaço,Watched Panelaço com João Gordo - Escondidinho de Mandioca com Rafinha Bastos,2015-09-25 14:38:20.453
g Element,Watched Paulo Henrique Ganso ● Santos vs São Paulo ● Magic Skills,2015-09-25 14:33:30.381
São Paulo FC,Watched BASTIDORES: SÃO PAULO X VASCO | SPFCTV,2015-09-25 14:03:08.648
Cadê a chave?,Watched A PIOR EXCURSÃO DE ESCOLA (Nem Te Conto...)  - Ep.561,2015-09-25 13:58:08.399
adsense,Watched a video that has been removed,2015-09-24 16:54:13.420
Amada Foca,Watched JUVENTUDE EM DEBATE #01 - SNAPCHAT,2015-09-24 03:59:39.601
Sony Pictures Entertainment,Watched THE ANGRY BIRDS MOVIE - Official Teaser Trailer (HD),2015-09-23 18:55:56.966
Documento Especial,Watched Documento Especial - Os Pobres Vão à Praia,2015-09-23 16:46:54.243
Mr .Galindragem,Watched Marcelo D2 - Pilotando o Bonde da Excursão,2015-09-23 15:30:26.319
Troll Games,Watched [ Cone Crew Diretoria ] - Chama os Mulekes,2015-09-23 15:26:00.081
Forfun,Watched Forfun - Man Down (Cover Rihanna),2015-09-23 15:19:34.387
diboboficial,Watched ja era-clipe,2015-09-23 15:16:58.898
Programa Fusão,Watched Dibob e Banda Scracho,2015-09-23 15:15:26.840
colleticut3,Watched Those Dancing Days | I Know Where You Live pt. 2,2015-09-23 15:11:17.296
5PFC M1L Gr4u,Watched Programa 5PFC M1l Gr4u #10 - [OFICIAL],2015-09-23 15:04:09.990
5PFC M1L Gr4u,Watched Programa 5PFC M1l Gr4u #9 - [OFICIAL],2015-09-23 14:59:38.371
5PFC M1L Gr4u,Watched Programa 5PFC M1l Gr4u #8 - [OFICIAL],2015-09-23 14:55:05.213
Natiruts,Watched Natiruts Reggae Brasil - Depoimento Armandinho,2015-09-23 14:54:40.735
Cadê a chave?,Watched COMO APRENDI CÓDIGO MORSE? - Ep.559,2015-09-23 14:50:38.278
Mundo Muyloco,Watched Como fazer BIG MAC Com MOLHO ESPECIAL ft. Danielle Fonseca,2015-09-23 14:46:53.092
JoutJout Prazer,Watched SOBRE PÓ,2015-09-23 03:10:25.939
adsense,Watched https://www.youtube.com/watch?v=BKxJLoczx-o,2015-09-23 03:08:55.922
Rolê Gourmet,Watched Um Brinde #73 - UM BEIJO NA SUA BOKA!,2015-09-23 03:00:57.239
5 Alguma Coisa,Watched 5 COISAS QUE ACONTECEM QUANDO VOCÊ FICA SEM INTERNET NO CELULAR,2015-09-23 02:50:54.040
Porta dos Fundos,Watched DISCURSO,2015-09-22 03:36:41.178
adsense,Watched https://www.youtube.com/watch?v=ywyRMVj9MhA,2015-09-22 03:30:23.363
Amada Foca,Watched CASA DA FOCA 3 - A MUDANÇA SECRETA DO AMADA FOCA,2015-09-22 03:21:41.898
Chico Rezende,Watched COISAS QUE ODEIO NO VIDEOGAME | Chico Rezende,2015-09-21 16:42:21.868
Rolê Gourmet,Watched Burguer de Queijo Quente AKA O mais Babaca do MUNDO!,2015-09-20 03:44:56.014
Jorge Orellana,Watched You Only Live Once - The Strokes ( Guitar Tab Tutorial & Cover ),2015-09-20 03:19:32.701
thestrokesVEVO,Watched The Strokes - 12:51 (Official Music Video),2015-09-20 03:14:57.175
adsense,Watched https://www.youtube.com/watch?v=mzEHp-uGA1Q,2015-09-20 02:25:41.566
adsense,Watched https://www.youtube.com/watch?v=93bINGKgTZY,2015-09-20 02:09:45.970
adsense,Watched a video that has been removed,2015-09-20 01:42:34.475
adsense,Watched https://www.youtube.com/watch?v=lnaLehIdzlQ,2015-09-20 01:40:47.316
BoPTePegar,Watched Motörhead - Ace Of Spades,2015-09-20 01:37:58.300
adsense,Watched https://www.youtube.com/watch?v=P3QhVeHr-gM,2015-09-20 01:36:54.759
Montalvão,Watched Pokémon GO COMPLETAMENTE ÉPICO!,2015-09-19 19:15:18.444
Folha de S.Paulo,Watched Nação Guaianases: Informalidade e preços 'criam' novo bairro imigrante,2015-09-19 18:54:08.311
EuTestei,"Watched App Gamee, minigames e amigos! - Vídeo Resenha EuTestei Brasil",2015-09-19 17:53:57.872
Pipocando,Watched 5 MAIORES PERDEDORES DO OSCAR!,2015-09-19 17:45:17.087
Estadão,Watched Um papa que nasceu na periferia,2015-09-19 17:42:15.192
Estadão,Watched O Centenário da Seca - Quixadá,2015-09-19 17:39:59.731
Coisa de Nerd,"Watched É O LEON, MATA ELE! - Cosmic League",2015-09-19 17:34:43.989
Desimpedidos,Watched DESIMPEDIDOS E #Marcelo1Milhao,2015-09-19 17:33:16.262
Forfun,Watched Forfun - Quando a alma transborda,2015-09-19 16:06:10.989
Luis Nava,Watched Whatsername - Green Day (UN-OFFICIAL),2015-09-19 16:01:30.938
Mario Neto,Watched ForFun - Sigo o som - dvd ao vivo 5 bandas de rock,2015-09-19 15:57:59.035
thestrokesVEVO,Watched The Strokes - Under Cover of Darkness (Official Music Video),2015-09-19 15:53:45.206
thestrokesVEVO,Watched The Strokes - You Only Live Once (Official Music Video),2015-09-19 15:44:12.690
izzynobre,Watched Pokemon no celular?! Mais ou menos...,2015-09-19 15:37:33.027
adsense,Watched https://www.youtube.com/watch?v=Hfbly4jupZw,2015-09-19 15:18:11.003
Fundos da Porta,Watched MAKING OF - NÃO OLHE AGORA,2015-09-19 15:14:18.318
Porta dos Fundos,Watched NÃO OLHE AGORA,2015-09-19 15:13:00.376
Banda Kamikaiser,Watched Banda Kamikaiser - Melot do DragonBall (Clipe Oficial),2015-09-19 14:56:45.833
Forfun,Watched Forfun - Pra Sempre,2015-09-18 15:06:51.145
adsense,Watched a video that has been removed,2015-09-18 15:02:51.038
Pipocando,Watched QUAL O FILME BR MAIS VISTO NA HISTÓRIA?,2015-09-18 14:55:32.181
Trip TV,"Watched Jorge Furtado fala sobre cinema nacional, trabalho e seu novo filme - #59",2015-09-18 14:48:31.728
adsense,Watched https://www.youtube.com/watch?v=ZIXYedxcFls,2015-09-18 14:47:48.595
Desimpedidos,Watched TOP 10 MITAGENS DO FUTSAL - FRED +10,2015-09-18 14:01:01.104
Acabou de Acabar,Watched 166. Que Horas Ela Volta? - Crítica,2015-09-18 02:48:55.598
Gustavo Hariri,Watched Unboxing Ebay- Tripé de Celular Compra da China,2015-09-17 19:12:13.023
Aprova Concursos,Watched Noções de Direito do Trabalho  para concursos,2015-09-17 19:10:15.741
Juliana Simões,Watched Esfoliação e clareamento de pele caseiros #Tutorial,2015-09-17 19:03:22.345
Michelle Almendra,"Watched INCRÍVEL e melhor máscara facial caseira!! (contra rugas, cravos, poros abertos) ! Michelle Almendra",2015-09-17 19:00:42.370
Gustavo Hariri,"Watched Máscara de Café para ter uma Pele Bonita,Anti-Rugas,Remove Manchas, Clareia a Pele e Hidrata",2015-09-17 18:52:43.831
Pollyana Mourão,Watched DIY - Tripe caseiro para celular,2015-09-17 18:42:44.744
adsense,Watched a video that has been removed,2015-09-16 20:11:43.172
Canal do Curioso,"Watched 10 FATOS BIZARROS SOBRE PABLO ESCOBAR, O REI DO NARCOTRÁFICO",2015-09-16 20:10:36.777
Jacaré Banguela,Watched 02 - Salvador - Risadaria - Supershows,2015-09-16 20:04:55.453
Dr. Virgilio Dourado,Watched Colocação do diu   /   IUD placement,2015-09-16 19:00:42.832
Maguila Dn,Watched 821901,2015-09-16 18:47:30.520
São Paulo FC,Watched BASTIDORES: GRÊMIO X SÃO PAULO | SPFCTV,2015-09-15 11:58:17.172
Desimpedidos,Watched GOLS DA ZUEIRA - BRASILEIRÃO 2015 RODADA #25,2015-09-15 02:49:18.262
Coisa de Nerd,Watched MELHOR JOGO EVER! - Super Mario Maker (Parte 01),2015-09-15 02:38:52.994
Porta dos Fundos,Watched MESTRE CUCA,2015-09-15 02:29:45.176
Fundos da Porta,Watched MAKING OF - MESTRE CUCA,2015-09-15 02:29:27.375
Skol Music,Watched Funky Fat - Gimme (Gabe Remix),2015-09-15 02:23:00.331
Mega Curioso,Watched 7 fotos históricas que vão surpreender você,2015-09-15 02:19:58.899
adsense,Watched https://www.youtube.com/watch?v=bmyin-Fn_84,2015-09-15 02:11:12.647
RyChad,Watched Woman - Wolfmother,2015-09-15 02:07:35.554
Rolê Gourmet,Watched #Massachef à Putanesca (Ou A Salvação dos Universitários Famintos),2015-09-15 01:56:11.618
Amada Foca,Watched CASA DA FOCA #02 - DESPEDIDA DO AMADA FOCA,2015-09-15 01:44:45.341
Flavio Giusti,Watched DANETTE VEGANO (Só 3 ingredientes) - Participação OberOM,2015-09-14 19:54:16.046
Canal GYNVideos,Watched Carro atropela bandido em tentativa de assalto na Marginal Tiete!,2015-09-14 19:50:18.614
Chico Rezende,Watched MASTERCHEF NA VIDA REAL | Chico Rezende (ft. Izabel do MasterChef),2015-09-14 17:19:31.968
adsense,Watched https://www.youtube.com/watch?v=XRVAZaAniE4,2015-09-14 17:14:34.521
adsense,Watched a video that has been removed,2015-09-14 10:25:27.756
Panelaço,Watched Panelaço com João Gordo - Alex Atala,2015-09-14 09:28:51.657
Cadê a chave?,Watched A GENTE BRIGA? - Perguntas & Respostas -Ep.550,2015-09-14 09:22:32.949
Rebosteio,Watched O Homem Spider Man #2,2015-09-14 08:59:46.163
Gameplayrj,Watched Hearthstone - A minha primeira vez,2015-09-14 08:58:35.484
adsense,Watched a video that has been removed,2015-09-13 22:36:58.305
Estadão,Watched Polícia Civil suspeita de ação de PMs em mortes em Osasco,2015-09-13 22:20:14.688
Folha de S.Paulo,"Watched ""Volta na Quadra"": Diretora de arte lista motivos para morar no centro de SP",2015-09-13 22:16:05.527
adsense,Watched https://www.youtube.com/watch?v=d2ZfDTPke_4,2015-09-13 21:50:04.305
Panelaço,Watched Panelaço com João Gordo - empanadas veganas com PC Siqueira,2015-09-12 20:25:05.065
Vagazoide,Watched Rabiscando A Vida 6#: AMIZADE ACIMA DE TUDO,2015-09-12 19:35:54.587
Pipocando,Watched 5 MELHORES FILMES ADAPTADOS DE LIVROS,2015-09-12 19:28:24.135
Roda Viva,Watched Roda Viva Especial | Saídas para a Crise | 27/08/2015,2015-09-12 00:27:06.579
ZuEiRA SPFC,Watched FILME - 20 DIBRA A ORIGEM | ESPECIAL 10 MIL INSCRITOS! | 10K,2015-09-12 00:25:10.313
Trip TV,Watched Amazônia pede socorro - #58,2015-09-12 00:21:25.020
Trip TV,Watched Feras da bola analisam a atual situação do futebol brasileiro - #58,2015-09-12 00:11:12.554
Trip TV,"Watched Dani Calabresa: ""Tenho meus momentos dramáticos""  - #58",2015-09-12 00:07:54.993
Trip TV,Watched A descida insana de skate pela Augusta - #58,2015-09-12 00:05:22.332
RONALD RIOS,Watched O CARA VIAJOU 2 SEMANAS E TROCOU DE MULHER,2015-09-11 22:55:43.400
Mega Curioso,Watched 5 teorias da conspiração sobre os atentados de 11 de Setembro,2015-09-11 22:52:40.685
5 Alguma Coisa,Watched 5 COISAS QUE ACONTECEM EM UM ESTÁDIO DE FUTEBOL,2015-09-11 22:50:41.461
adsense,Watched https://www.youtube.com/watch?v=3lqnMQ0K_0k,2015-09-11 22:45:21.969
adsense,Watched https://www.youtube.com/watch?v=H49hX26KDOU,2015-09-11 22:37:44.084
adsense,Watched https://www.youtube.com/watch?v=TmqFB14XVpU,2015-09-11 22:07:14.804
Aurines Lurdes,Watched 84892161265511,2015-09-11 04:32:14.849
Tio Vanini,Watched Planet Hemp - A Invasão do Sagaz Homem Fumaça (Álbum Completo - Full Album),2015-09-11 03:18:02.153
adsense,Watched https://www.youtube.com/watch?v=Cl6bNZeeUAY,2015-09-11 03:13:45.597
adsense,Watched https://www.youtube.com/watch?v=_2lIldEuX3c,2015-09-11 03:10:35.779
Desimpedidos,Watched TOP 10 DRIBLES MAIS HUMILHANTES - FRED +10,2015-09-11 02:56:20.832
adsense,Watched a video that has been removed,2015-09-10 19:14:26.682
The Official Pokémon YouTube channel,Watched Discover Pokémon in the Real World with Pokémon GO!,2015-09-10 18:41:07.482
adsense,Watched https://www.youtube.com/watch?v=tVCl_j3YLHQ,2015-09-10 18:28:50.865
Porta dos Fundos,Watched AMEAÇA,2015-09-10 18:20:52.170
Panelaço,Watched Panelaço com João Gordo - Bolinho de arroz maneiro com Cazé,2015-09-10 15:27:12.897
Panelaço,Watched Panelaço com João Gordo - Ratatouille bêbado com Kid Vinil,2015-09-10 15:02:22.653
yovotoalfonsin,Watched Rock Radical,2015-09-10 13:24:27.398
Por Trás do Som,Watched Por Trás do Som | Ricardo Mastria -  Dead Fish,2015-09-10 12:55:28.662
adsense,Watched a video that has been removed,2015-09-09 18:55:17.204
São Paulo FC,Watched BASTIDORES: SÃO PAULO X INTERNACIONAL | SPFCTV,2015-09-09 14:52:44.136
Cadê a chave?,Watched NO TRABALHO DO MARIDO - Ep.546,2015-09-09 14:48:37.887
Ragasur,Watched How to add Reverb (Perfect way) in FL Studio 10,2015-09-09 04:21:14.365
adsense,Watched https://www.youtube.com/watch?v=plBzCAERByE,2015-09-09 00:27:41.258
Pipocando,Watched HITMAN - AGENT 47 (crítica),2015-09-09 00:27:31.097
Desimpedidos,"Watched ARBITRAGEM, LEONARDO E CR7 - DESINFORMADOS #89",2015-09-09 00:10:48.806
adsense,Watched a video that has been removed,2015-09-08 23:58:05.057
Blade TV #BladeSantana,Watched Rafinha Bastos Esculacha Convidada Racista,2015-09-08 23:57:52.179
adsense,Watched https://www.youtube.com/watch?v=vbu4lxNc8fc,2015-09-08 23:56:19.658
Amada Foca,"Watched FOCA NEWS #29 - DIAS DAS MÃES, MUJICA E ETs - com Rafinha Bastos",2015-09-08 23:50:05.842
Amada Foca,Watched CASA DA FOCA #01 - AMADA FOCA,2015-09-08 23:37:22.617
Chico Rezende,Watched Crianças + Tecnologia! | Chico Rezende,2015-09-08 23:35:02.775
Porta dos Fundos,Watched PENA,2015-09-08 23:32:47.067
Mauricio Meirelles,Watched WEBBULLYING #68 -  CAUÊ MOURA vs FELIPE CASTANHARI  (Facebullying Battle),2015-09-08 23:20:37.623
JoutJout Prazer,Watched ESCLARECIMENTOS III,2015-09-08 23:19:28.042
Pipocando,Watched QUAL FOI O MAIOR FRACASSO DO CINEMA?,2015-09-08 23:14:20.923
5 Alguma Coisa,Watched 5 COISAS QUE ACONTECEM NO BANHEIRO MASCULINO,2015-09-08 23:12:46.576
5 Alguma Coisa,Watched 5 MANEIRAS DE SE LIVRAR DE UM FLANELINHA,2015-09-08 23:11:14.447
Pipocando,Watched 5 FILMES MAIS DEPRESSIVOS! (QUERIA ESTAR MORTA),2015-09-08 23:04:08.406
adsense,Watched https://www.youtube.com/watch?v=iMKXFb2vQzM,2015-09-08 19:29:35.981
adsense,Watched https://www.youtube.com/watch?v=lBsFkagltPY,2015-09-08 18:15:12.092
Desimpedidos,Watched GOLS DA ZUEIRA - BRASILEIRÃO 2015 RODADA #23,2015-09-08 18:04:44.850
5 Alguma Coisa,Watched 5 MANEIRAS DE PEDESTRES EVITAREM UM ACIDENTE DE TRÂNSITO,2015-09-05 04:37:16.934
adsense,Watched https://www.youtube.com/watch?v=jTCw363CG-k,2015-09-05 04:02:54.451
adsense,Watched https://www.youtube.com/watch?v=ALFAG8dvycY,2015-09-04 19:16:21.213
adsense,Watched a video that has been removed,2015-09-04 19:14:14.663
Trip TV,"Watched Joanna Maranhão, Ava Rocha e vida saudável no Trip TV - #57",2015-09-04 15:44:06.407
Trip TV,"Watched Nadadora Joanna Maranhão fala sobre carreira, abuso sexual e suicídio - #57",2015-09-04 15:35:06.939
Trip TV,"Watched Mahamudra, a nova sensação do mundo fitness - #57",2015-09-04 15:31:03.404
adsense,Watched https://www.youtube.com/watch?v=Q7WUsynUk_c,2015-09-04 15:25:53.064
Cadê a chave?,Watched ACHO QUE VI UMA FOQUINHA! -Ep.541,2015-09-04 03:03:27.235
Amada Foca,Watched ENSINAMENTO #16 ♫ KILLING IN THE NAME ♫ RAGE AGAINST THE MACHINE ♫,2015-09-04 02:58:57.756
Porta dos Fundos,Watched FOFOQUEIRO,2015-09-04 02:56:14.481
adsense,Watched https://www.youtube.com/watch?v=DWMHRljJsPE,2015-09-04 02:53:04.521
Mauricio Meirelles,"Watched WEBBULLYING #67 - SEXO, POKER E ROCK'N..PERAÍ... MAIS POKER.",2015-09-04 02:42:17.087
Skol Music,Watched Tropkillaz - Make the crowd,2015-09-03 15:35:16.819
Skol Music,Watched Marrero - Quem Será (Clipe Oficial),2015-09-03 15:30:57.133
Panelaço,Watched Panelaço com João Gordo - Brigadeiro de Banana com Cauê Moura,2015-09-03 15:25:21.691
Skol Music,Watched Marrero - AU (Clipe Oficial),2015-09-03 15:21:15.296
GN0MEz,Watched Screaming Bloody Murder Full Album (And bonus Track),2015-09-03 14:57:54.113
Jesse Poise,Watched Sum 41 - Underclass Hero - Full Album - HD,2015-09-03 14:54:33.603
Greatfuckingmusic41,Watched Sum 41 - Jessica Kill With Lyrics,2015-09-03 14:54:33.297
Sum41VEVO,Watched Sum 41 - The Hell Song (Official Music Video),2015-09-03 14:50:55.638
Panelaço,Watched Panelaço com João Gordo - Sanduba Sem Nome com Miranda,2015-09-03 14:21:28.513
Rafi Bastos,Watched 8 MINUTOS - GUSTAVO STOCKLER,2015-09-03 14:05:02.006
adsense,Watched a video that has been removed,2015-09-03 13:21:23.580
Cesar Maciel de Lima,Watched Agachamento Terra e Stiff,2015-09-03 13:20:51.692
4FitClub,Watched Levantamento Terra - Execução e Dicas - 4FitClub Girls,2015-09-03 13:20:42.911
4FitClub,Watched Levantamento Terra - Como Fazer Corretamente - Dead Lift,2015-09-03 13:20:18.943
Jorge Orellana,Watched Martha My Dear - The Beatles  ( Intro ),2015-09-03 03:46:16.693
Acabou de Acabar,Watched 164. Ted 2 - Crítica,2015-09-03 03:39:17.845
Nando Moura,Watched NÃO ASSISTA: O Pequeno Príncipe (Filme).,2015-09-03 03:37:29.365
adsense,Watched https://www.youtube.com/watch?v=i541IyjvjUQ,2015-09-03 01:51:59.326
Vagazoide,Watched O Limite do Humor,2015-09-03 01:49:54.548
Desimpedidos,Watched TOP 10 ASSISTÊNCIAS - FRED +10,2015-09-03 01:08:42.180
adsense,Watched https://www.youtube.com/watch?v=IRtCJFeBQWI,2015-09-02 22:12:42.903
adsense,Watched https://www.youtube.com/watch?v=EkvP7nDqL6M,2015-09-02 21:59:27.924
Julia Jolie,Watched DICAS DE INGLÊS DO AMERICANO | que fala português,2015-09-02 21:58:53.679
Mega Curioso,Watched Os 5 cassinos mais extravagantes do mundo,2015-09-02 21:57:36.371
Terra Brasil,"Watched Cristiano Ronaldo cover xaveca, beija e corre para o abraço",2015-09-02 21:56:31.066
Pipocando,Watched ROLANDINHO BEIJANDO RAPAZES! - MAKING OF #15,2015-09-02 21:52:25.258
adsense,Watched https://www.youtube.com/watch?v=TBWBy5AHKO8,2015-09-02 18:52:09.389
CaetanoVelosoVEVO,Watched Caetano Veloso - Não Enche,2015-09-02 18:27:52.643
CaetanoVelosoVEVO,Watched Caetano Veloso - Reconvexo,2015-09-02 18:23:20.428
CaetanoVelosoVEVO,Watched Caetano Veloso - O Ultimo Romantico,2015-09-02 18:19:16.020
CaetanoVelosoVEVO,Watched Caetano Veloso - Você Não Entende Nada,2015-09-02 18:18:58.893
